text,common,constraint,recommendation,direction
the limited scope of the MdGs has also not prompted developing countries particularly those vulnerable to emerging challenges such as climate change food crises and rapidly increasing urbanization to fully address governancerelated issues such as the development of robust government institutions social welfare systems and an enabling environment for civil society participation un 2012 .,0,1,0,2
the limited scope of the MdGs has also not prompted developing countries particularly those vulnerable to emerging challenges such as climate change food crises and rapidly increasing urbanization to fully address governancerelated issues such as the development of robust government institutions social welfare systems and an enabling environment for civil society participation un 2012 .,0,1,0,1
the limited scope of the MdGs has also not prompted developing countries particularly those vulnerable to emerging challenges such as climate change food crises and rapidly increasing urbanization to fully address governancerelated issues such as the development of robust government institutions social welfare systems and an enabling environment for civil society participation un 2012 .,0,1,0,2
Pioneering efforts also helped to highlight many institutional challenges such as lack of implementation capacity weak stakeholder participation,0,1,0,1
this is especially important in the context of water services since the drinking water and wastewater infrastructure of developed nations has deteriorated in the last decades asCe 2011 and vulnerable populations still lack access to WasH in rich countries Government of Canada 2014 .,0,1,0,2
this is especially important in the context of water services since the drinking water and wastewater infrastructure of developed nations has deteriorated in the last decades asCe 2011 and vulnerable populations still lack access to WasH in rich countries Government of Canada 2014 .,0,1,0,2
Robust and effective water governance with more effective institutions and administrative systems,1,0,0,1
it must take into account investments needed in infrastructure institutional development human capacities and technological application and innovation .,0,0,1,1
a wide range of measures exists to strengthen social administrative and political accountability such as public expenditure tracking auditing public access to water utility budget and performance information citizen report cards consumer redress mechanisms establishment of model contracts and raising consumer awareness of their rights and obligations .,1,0,0,1
the situation relates to the rapid growth of slums and the inability or unwillingness of local and national governments to provide adequate facilities for impoverished urban communities .,1,0,0,1
the situation relates to the rapid growth of slums and the inability or unwillingness of local and national governments to provide adequate facilities for impoverished urban communities .,1,0,0,1
the situation relates to the rapid growth of slums and the inability or unwillingness of local and national governments to provide adequate facilities for impoverished urban communities .,1,0,0,1
Policies to support income generation for smallscale producers are not only fair they also stimulate economic growth in rural areas .,0,0,1,1
in addition to adequately financing the development operation and maintenance of infrastructure increased funding is also needed in order to develop institutional capacity and ensure wellfunctioning governance structures .,0,0,1,2
reflecting the established principles of the human right to water and sanitation as recognized in resolution 64 292 of the un General assembly in July 2010 governments need to adopt ambitious targets for improving WasH service levels in order to reduce the global burden of WasH-related diseases to improve productivity and economic growth and to reduce inequalities between population groups .,0,0,1,1
Whereas poverty eradication and the reduction of inequities remain at the core of the concerns of the un system governments have obligations towards the of their citizens .,1,0,0,1
specifically addressing these critical issues through a dedicated global sdG for water with specific and measurable targets will trigger national governments and the global community to take action and track progress over a much broader set of waterrelated challenges than was considered under the MdGs .,0,1,1,1
Citizen science amateur experts .,1,0,0,2
Local Government Investment in Municipal Water and Sewer Infrastructure Adding Value to the National Economy .,1,0,0,1
2030 Water resources Group african Centre for economic transformation african development bank Group african Ministers Council on Water american society of Civil engineers african union best available techniques technology bundesanstalt fur Geowissenschaften und rohstoffe brazil russia india China and south africa brazil russia india indonesia China and south africa european union Common agricultural Policy Convention on biological diversity Centre for research on the epidemiology of disasters disabilityadjusted life years decentralized wastewater treatment systems department for internal development united Kingdom european agricultural fund for rural development ecosystembased management european Commission european Court of auditors economic Community of Central african states european environment agency eastern europe the Caucasus and Central asia environmental Protection agency european union food and agriculture organization of the united nations Gross domestic Product Global environment facility Greenhouse gas Global Water Partnership Human development index Human development report High level Panel of experts on food security and nutrition international Center for agricultural research in the dry areas international Council on Mining and Metals international Commission for the Protection of the danube river international Crops research institute for the semiaridtropics international energy agency international fund for agricultural development international Groundwater resources assessment Centre international Joint Commission Canada and united states intergovernmental Panel on Climate Change international Water and sanitation Centre international union for Conservation of nature integrated urban water management international Water Management institute integrated Water resources Management,1,0,0,1
2030 Water resources Group african Centre for economic transformation african development bank Group african Ministers Council on Water american society of Civil engineers african union best available techniques technology bundesanstalt fur Geowissenschaften und rohstoffe brazil russia india China and south africa brazil russia india indonesia China and south africa european union Common agricultural Policy Convention on biological diversity Centre for research on the epidemiology of disasters disabilityadjusted life years decentralized wastewater treatment systems department for internal development united Kingdom european agricultural fund for rural development ecosystembased management european Commission european Court of auditors economic Community of Central african states european environment agency eastern europe the Caucasus and Central asia environmental Protection agency european union food and agriculture organization of the united nations Gross domestic Product Global environment facility Greenhouse gas Global Water Partnership Human development index Human development report High level Panel of experts on food security and nutrition international Center for agricultural research in the dry areas international Council on Mining and Metals international Commission for the Protection of the danube river international Crops research institute for the semiaridtropics international energy agency international fund for agricultural development international Groundwater resources assessment Centre international Joint Commission Canada and united states intergovernmental Panel on Climate Change international Water and sanitation Centre international union for Conservation of nature integrated urban water management international Water Management institute integrated Water resources Management,1,0,0,1
2030 Water resources Group african Centre for economic transformation african development bank Group african Ministers Council on Water american society of Civil engineers african union best available techniques technology bundesanstalt fur Geowissenschaften und rohstoffe brazil russia india China and south africa brazil russia india indonesia China and south africa european union Common agricultural Policy Convention on biological diversity Centre for research on the epidemiology of disasters disabilityadjusted life years decentralized wastewater treatment systems department for internal development united Kingdom european agricultural fund for rural development ecosystembased management european Commission european Court of auditors economic Community of Central african states european environment agency eastern europe the Caucasus and Central asia environmental Protection agency european union food and agriculture organization of the united nations Gross domestic Product Global environment facility Greenhouse gas Global Water Partnership Human development index Human development report High level Panel of experts on food security and nutrition international Center for agricultural research in the dry areas international Council on Mining and Metals international Commission for the Protection of the danube river international Crops research institute for the semiaridtropics international energy agency international fund for agricultural development international Groundwater resources assessment Centre international Joint Commission Canada and united states intergovernmental Panel on Climate Change international Water and sanitation Centre international union for Conservation of nature integrated urban water management international Water Management institute integrated Water resources Management,1,0,0,1
2030 Water resources Group african Centre for economic transformation african development bank Group african Ministers Council on Water american society of Civil engineers african union best available techniques technology bundesanstalt fur Geowissenschaften und rohstoffe brazil russia india China and south africa brazil russia india indonesia China and south africa european union Common agricultural Policy Convention on biological diversity Centre for research on the epidemiology of disasters disabilityadjusted life years decentralized wastewater treatment systems department for internal development united Kingdom european agricultural fund for rural development ecosystembased management european Commission european Court of auditors economic Community of Central african states european environment agency eastern europe the Caucasus and Central asia environmental Protection agency european union food and agriculture organization of the united nations Gross domestic Product Global environment facility Greenhouse gas Global Water Partnership Human development index Human development report High level Panel of experts on food security and nutrition international Center for agricultural research in the dry areas international Council on Mining and Metals international Commission for the Protection of the danube river international Crops research institute for the semiaridtropics international energy agency international fund for agricultural development international Groundwater resources assessment Centre international Joint Commission Canada and united states intergovernmental Panel on Climate Change international Water and sanitation Centre international union for Conservation of nature integrated urban water management international Water Management institute integrated Water resources Management,1,0,0,1
2030 Water resources Group african Centre for economic transformation african development bank Group african Ministers Council on Water american society of Civil engineers african union best available techniques technology bundesanstalt fur Geowissenschaften und rohstoffe brazil russia india China and south africa brazil russia india indonesia China and south africa european union Common agricultural Policy Convention on biological diversity Centre for research on the epidemiology of disasters disabilityadjusted life years decentralized wastewater treatment systems department for internal development united Kingdom european agricultural fund for rural development ecosystembased management european Commission european Court of auditors economic Community of Central african states european environment agency eastern europe the Caucasus and Central asia environmental Protection agency european union food and agriculture organization of the united nations Gross domestic Product Global environment facility Greenhouse gas Global Water Partnership Human development index Human development report High level Panel of experts on food security and nutrition international Center for agricultural research in the dry areas international Council on Mining and Metals international Commission for the Protection of the danube river international Crops research institute for the semiaridtropics international energy agency international fund for agricultural development international Groundwater resources assessment Centre international Joint Commission Canada and united states intergovernmental Panel on Climate Change international Water and sanitation Centre international union for Conservation of nature integrated urban water management international Water Management institute integrated Water resources Management,1,0,0,2
2030 Water resources Group african Centre for economic transformation african development bank Group african Ministers Council on Water american society of Civil engineers african union best available techniques technology bundesanstalt fur Geowissenschaften und rohstoffe brazil russia india China and south africa brazil russia india indonesia China and south africa european union Common agricultural Policy Convention on biological diversity Centre for research on the epidemiology of disasters disabilityadjusted life years decentralized wastewater treatment systems department for internal development united Kingdom european agricultural fund for rural development ecosystembased management european Commission european Court of auditors economic Community of Central african states european environment agency eastern europe the Caucasus and Central asia environmental Protection agency european union food and agriculture organization of the united nations Gross domestic Product Global environment facility Greenhouse gas Global Water Partnership Human development index Human development report High level Panel of experts on food security and nutrition international Center for agricultural research in the dry areas international Council on Mining and Metals international Commission for the Protection of the danube river international Crops research institute for the semiaridtropics international energy agency international fund for agricultural development international Groundwater resources assessment Centre international Joint Commission Canada and united states intergovernmental Panel on Climate Change international Water and sanitation Centre international union for Conservation of nature integrated urban water management international Water Management institute integrated Water resources Management,1,0,0,1
2030 Water resources Group african Centre for economic transformation african development bank Group african Ministers Council on Water american society of Civil engineers african union best available techniques technology bundesanstalt fur Geowissenschaften und rohstoffe brazil russia india China and south africa brazil russia india indonesia China and south africa european union Common agricultural Policy Convention on biological diversity Centre for research on the epidemiology of disasters disabilityadjusted life years decentralized wastewater treatment systems department for internal development united Kingdom european agricultural fund for rural development ecosystembased management european Commission european Court of auditors economic Community of Central african states european environment agency eastern europe the Caucasus and Central asia environmental Protection agency european union food and agriculture organization of the united nations Gross domestic Product Global environment facility Greenhouse gas Global Water Partnership Human development index Human development report High level Panel of experts on food security and nutrition international Center for agricultural research in the dry areas international Council on Mining and Metals international Commission for the Protection of the danube river international Crops research institute for the semiaridtropics international energy agency international fund for agricultural development international Groundwater resources assessment Centre international Joint Commission Canada and united states intergovernmental Panel on Climate Change international Water and sanitation Centre international union for Conservation of nature integrated urban water management international Water Management institute integrated Water resources Management,1,0,0,1
2030 Water resources Group african Centre for economic transformation african development bank Group african Ministers Council on Water american society of Civil engineers african union best available techniques technology bundesanstalt fur Geowissenschaften und rohstoffe brazil russia india China and south africa brazil russia india indonesia China and south africa european union Common agricultural Policy Convention on biological diversity Centre for research on the epidemiology of disasters disabilityadjusted life years decentralized wastewater treatment systems department for internal development united Kingdom european agricultural fund for rural development ecosystembased management european Commission european Court of auditors economic Community of Central african states european environment agency eastern europe the Caucasus and Central asia environmental Protection agency european union food and agriculture organization of the united nations Gross domestic Product Global environment facility Greenhouse gas Global Water Partnership Human development index Human development report High level Panel of experts on food security and nutrition international Center for agricultural research in the dry areas international Council on Mining and Metals international Commission for the Protection of the danube river international Crops research institute for the semiaridtropics international energy agency international fund for agricultural development international Groundwater resources assessment Centre international Joint Commission Canada and united states intergovernmental Panel on Climate Change international Water and sanitation Centre international union for Conservation of nature integrated urban water management international Water Management institute integrated Water resources Management,1,0,0,2
2030 Water resources Group african Centre for economic transformation african development bank Group african Ministers Council on Water american society of Civil engineers african union best available techniques technology bundesanstalt fur Geowissenschaften und rohstoffe brazil russia india China and south africa brazil russia india indonesia China and south africa european union Common agricultural Policy Convention on biological diversity Centre for research on the epidemiology of disasters disabilityadjusted life years decentralized wastewater treatment systems department for internal development united Kingdom european agricultural fund for rural development ecosystembased management european Commission european Court of auditors economic Community of Central african states european environment agency eastern europe the Caucasus and Central asia environmental Protection agency european union food and agriculture organization of the united nations Gross domestic Product Global environment facility Greenhouse gas Global Water Partnership Human development index Human development report High level Panel of experts on food security and nutrition international Center for agricultural research in the dry areas international Council on Mining and Metals international Commission for the Protection of the danube river international Crops research institute for the semiaridtropics international energy agency international fund for agricultural development international Groundwater resources assessment Centre international Joint Commission Canada and united states intergovernmental Panel on Climate Change international Water and sanitation Centre international union for Conservation of nature integrated urban water management international Water Management institute integrated Water resources Management,1,0,0,1
WHo uniCef Joint Monitoring Programme for Water supply and sanitation largescale agricultural lease investments Millennium development Goals Millennium ecosystem assessment natural infrastructure organisation for economic Cooperation and development office of the High Commissioner for Human rights open Working Group Payment for ecosystem environmental services solar photovoltaic rural Water supply network sustainable development Goals stockholm environmental institute small island developing states stockholm international Water institute small and mediumsized enterprises international sava river basin Commission the nature Conservancy united nations united nations Committee on economic social and Cultural rights united nations Conference on trade and development united nations department of economic and social affairs united nations development Programme united nations decade Programme on advocacy and Communication united nations economic Commission for africa united nations economic Commission for europe united nations economic Commission for latin america and the Caribbean united nations environment Programme united nations economic and social Commission for asia and the Pacific united nations educational scientific and Cultural organization united nations economic and social Commission for Western asia united nations General assembly united nations Human settlements Programme united nations industrial development organization united nations office for disaster risk reduction united nations office for sustainable development united nations university united states Census bureau united states Geological survey Water sanitation and Hygiene World business Council for sustainable development World economic forum Water footprint assessment Water Governance facility World Health organization World Meteorological organization World nuclear association World resources institute Water and sanitation Program World Water assessment Programme World Wide fund for nature World Wildlife fund,0,0,1,1
WHo uniCef Joint Monitoring Programme for Water supply and sanitation largescale agricultural lease investments Millennium development Goals Millennium ecosystem assessment natural infrastructure organisation for economic Cooperation and development office of the High Commissioner for Human rights open Working Group Payment for ecosystem environmental services solar photovoltaic rural Water supply network sustainable development Goals stockholm environmental institute small island developing states stockholm international Water institute small and mediumsized enterprises international sava river basin Commission the nature Conservancy united nations united nations Committee on economic social and Cultural rights united nations Conference on trade and development united nations department of economic and social affairs united nations development Programme united nations decade Programme on advocacy and Communication united nations economic Commission for africa united nations economic Commission for europe united nations economic Commission for latin america and the Caribbean united nations environment Programme united nations economic and social Commission for asia and the Pacific united nations educational scientific and Cultural organization united nations economic and social Commission for Western asia united nations General assembly united nations Human settlements Programme united nations industrial development organization united nations office for disaster risk reduction united nations office for sustainable development united nations university united states Census bureau united states Geological survey Water sanitation and Hygiene World business Council for sustainable development World economic forum Water footprint assessment Water Governance facility World Health organization World Meteorological organization World nuclear association World resources institute Water and sanitation Program World Water assessment Programme World Wide fund for nature World Wildlife fund,0,0,1,2
WHo uniCef Joint Monitoring Programme for Water supply and sanitation largescale agricultural lease investments Millennium development Goals Millennium ecosystem assessment natural infrastructure organisation for economic Cooperation and development office of the High Commissioner for Human rights open Working Group Payment for ecosystem environmental services solar photovoltaic rural Water supply network sustainable development Goals stockholm environmental institute small island developing states stockholm international Water institute small and mediumsized enterprises international sava river basin Commission the nature Conservancy united nations united nations Committee on economic social and Cultural rights united nations Conference on trade and development united nations department of economic and social affairs united nations development Programme united nations decade Programme on advocacy and Communication united nations economic Commission for africa united nations economic Commission for europe united nations economic Commission for latin america and the Caribbean united nations environment Programme united nations economic and social Commission for asia and the Pacific united nations educational scientific and Cultural organization united nations economic and social Commission for Western asia united nations General assembly united nations Human settlements Programme united nations industrial development organization united nations office for disaster risk reduction united nations office for sustainable development united nations university united states Census bureau united states Geological survey Water sanitation and Hygiene World business Council for sustainable development World economic forum Water footprint assessment Water Governance facility World Health organization World Meteorological organization World nuclear association World resources institute Water and sanitation Program World Water assessment Programme World Wide fund for nature World Wildlife fund,0,0,1,1
WHo uniCef Joint Monitoring Programme for Water supply and sanitation largescale agricultural lease investments Millennium development Goals Millennium ecosystem assessment natural infrastructure organisation for economic Cooperation and development office of the High Commissioner for Human rights open Working Group Payment for ecosystem environmental services solar photovoltaic rural Water supply network sustainable development Goals stockholm environmental institute small island developing states stockholm international Water institute small and mediumsized enterprises international sava river basin Commission the nature Conservancy united nations united nations Committee on economic social and Cultural rights united nations Conference on trade and development united nations department of economic and social affairs united nations development Programme united nations decade Programme on advocacy and Communication united nations economic Commission for africa united nations economic Commission for europe united nations economic Commission for latin america and the Caribbean united nations environment Programme united nations economic and social Commission for asia and the Pacific united nations educational scientific and Cultural organization united nations economic and social Commission for Western asia united nations General assembly united nations Human settlements Programme united nations industrial development organization united nations office for disaster risk reduction united nations office for sustainable development united nations university united states Census bureau united states Geological survey Water sanitation and Hygiene World business Council for sustainable development World economic forum Water footprint assessment Water Governance facility World Health organization World Meteorological organization World nuclear association World resources institute Water and sanitation Program World Water assessment Programme World Wide fund for nature World Wildlife fund,0,0,1,2
WHo uniCef Joint Monitoring Programme for Water supply and sanitation largescale agricultural lease investments Millennium development Goals Millennium ecosystem assessment natural infrastructure organisation for economic Cooperation and development office of the High Commissioner for Human rights open Working Group Payment for ecosystem environmental services solar photovoltaic rural Water supply network sustainable development Goals stockholm environmental institute small island developing states stockholm international Water institute small and mediumsized enterprises international sava river basin Commission the nature Conservancy united nations united nations Committee on economic social and Cultural rights united nations Conference on trade and development united nations department of economic and social affairs united nations development Programme united nations decade Programme on advocacy and Communication united nations economic Commission for africa united nations economic Commission for europe united nations economic Commission for latin america and the Caribbean united nations environment Programme united nations economic and social Commission for asia and the Pacific united nations educational scientific and Cultural organization united nations economic and social Commission for Western asia united nations General assembly united nations Human settlements Programme united nations industrial development organization united nations office for disaster risk reduction united nations office for sustainable development united nations university united states Census bureau united states Geological survey Water sanitation and Hygiene World business Council for sustainable development World economic forum Water footprint assessment Water Governance facility World Health organization World Meteorological organization World nuclear association World resources institute Water and sanitation Program World Water assessment Programme World Wide fund for nature World Wildlife fund,0,0,1,1
WHo uniCef Joint Monitoring Programme for Water supply and sanitation largescale agricultural lease investments Millennium development Goals Millennium ecosystem assessment natural infrastructure organisation for economic Cooperation and development office of the High Commissioner for Human rights open Working Group Payment for ecosystem environmental services solar photovoltaic rural Water supply network sustainable development Goals stockholm environmental institute small island developing states stockholm international Water institute small and mediumsized enterprises international sava river basin Commission the nature Conservancy united nations united nations Committee on economic social and Cultural rights united nations Conference on trade and development united nations department of economic and social affairs united nations development Programme united nations decade Programme on advocacy and Communication united nations economic Commission for africa united nations economic Commission for europe united nations economic Commission for latin america and the Caribbean united nations environment Programme united nations economic and social Commission for asia and the Pacific united nations educational scientific and Cultural organization united nations economic and social Commission for Western asia united nations General assembly united nations Human settlements Programme united nations industrial development organization united nations office for disaster risk reduction united nations office for sustainable development united nations university united states Census bureau united states Geological survey Water sanitation and Hygiene World business Council for sustainable development World economic forum Water footprint assessment Water Governance facility World Health organization World Meteorological organization World nuclear association World resources institute Water and sanitation Program World Water assessment Programme World Wide fund for nature World Wildlife fund,0,0,1,1
WHo uniCef Joint Monitoring Programme for Water supply and sanitation largescale agricultural lease investments Millennium development Goals Millennium ecosystem assessment natural infrastructure organisation for economic Cooperation and development office of the High Commissioner for Human rights open Working Group Payment for ecosystem environmental services solar photovoltaic rural Water supply network sustainable development Goals stockholm environmental institute small island developing states stockholm international Water institute small and mediumsized enterprises international sava river basin Commission the nature Conservancy united nations united nations Committee on economic social and Cultural rights united nations Conference on trade and development united nations department of economic and social affairs united nations development Programme united nations decade Programme on advocacy and Communication united nations economic Commission for africa united nations economic Commission for europe united nations economic Commission for latin america and the Caribbean united nations environment Programme united nations economic and social Commission for asia and the Pacific united nations educational scientific and Cultural organization united nations economic and social Commission for Western asia united nations General assembly united nations Human settlements Programme united nations industrial development organization united nations office for disaster risk reduction united nations office for sustainable development united nations university united states Census bureau united states Geological survey Water sanitation and Hygiene World business Council for sustainable development World economic forum Water footprint assessment Water Governance facility World Health organization World Meteorological organization World nuclear association World resources institute Water and sanitation Program World Water assessment Programme World Wide fund for nature World Wildlife fund,0,0,1,1
WHo uniCef Joint Monitoring Programme for Water supply and sanitation largescale agricultural lease investments Millennium development Goals Millennium ecosystem assessment natural infrastructure organisation for economic Cooperation and development office of the High Commissioner for Human rights open Working Group Payment for ecosystem environmental services solar photovoltaic rural Water supply network sustainable development Goals stockholm environmental institute small island developing states stockholm international Water institute small and mediumsized enterprises international sava river basin Commission the nature Conservancy united nations united nations Committee on economic social and Cultural rights united nations Conference on trade and development united nations department of economic and social affairs united nations development Programme united nations decade Programme on advocacy and Communication united nations economic Commission for africa united nations economic Commission for europe united nations economic Commission for latin america and the Caribbean united nations environment Programme united nations economic and social Commission for asia and the Pacific united nations educational scientific and Cultural organization united nations economic and social Commission for Western asia united nations General assembly united nations Human settlements Programme united nations industrial development organization united nations office for disaster risk reduction united nations office for sustainable development united nations university united states Census bureau united states Geological survey Water sanitation and Hygiene World business Council for sustainable development World economic forum Water footprint assessment Water Governance facility World Health organization World Meteorological organization World nuclear association World resources institute Water and sanitation Program World Water assessment Programme World Wide fund for nature World Wildlife fund,0,0,1,2
special thanks go to undP for their assistance in developing the structure and main messages of the report and for hosting the WWdr 2015 developmental Workshop in cooperation with stockholm international Water institute .,1,0,0,1
the worlds major transboundary basins and aquifers are managed in a collaborative manner among the multiple states involved leading to improvements in quality and ecological conditions as well as improved relations capacity and benefitsharing among neighbouring countries .,1,0,0,1
Water quality testing is still not available in most countries making it difficult to determine if improved sources actually deliver safe water to the user or whether the risks of contracting waterrelated diseases remain .,0,1,0,1
such investments need to be done with proper impact assessments and in collaboration with other countries whenever relevant .,0,0,1,1
Groundwater development has brought major socioeconomic benefits to rural communities and in many countries has helped to alleviate agrarian poverty through increasing food security .,1,0,0,1
Groundwater development has brought major socioeconomic benefits to rural communities and in many countries has helped to alleviate agrarian poverty through increasing food security .,1,0,0,2
Transboundary collaboration for healthy ecosystems and community engagement,1,0,0,1
In August 2013 it released a collaborative report between scientists of both countries entitled Lake Erie Ecosystem Priority Scientific Findings and Policy Recommendations to Reduce Nutrient Loadings and Harmful Algal Blooms .,0,0,1,2
this requires collaboration with local populations and balancing tradeoffs between conservation and economic activities .,1,0,0,1
experience from high income countries shows that a combination of incentives including more stringent regulation enforcement and welltargeted subsidies can help reduce water pollution fao 2012b .,1,0,0,1
a key challenge for decisionmakers is to adopt policies and strategies to help bridge a widening gap between urban affluence and rural poverty while also encompassing green measures necessary to enhance ecological wellbeing .,0,1,0,1
a key challenge for decisionmakers is to adopt policies and strategies to help bridge a widening gap between urban affluence and rural poverty while also encompassing green measures necessary to enhance ecological wellbeing .,0,1,0,1
The committees then disseminated the information to the entire farming community and acted as pressure groups encouraging appropriate water saving and harvesting projects promoting low investment organic agriculture and helping formulate rules that would ensure interannual sustainability of limited groundwater resources .,0,1,1,2
bioenergy production involving smallholders can help create jobs improve livelihoods and reduce poverty in rural areas .,1,0,0,2
The amendments to Articles 25 and 26 entered into force on 6 February 2013 turning the Convention into a legal framework for transboundary water cooperation open for accession by countries outside the UNECE region .,1,0,0,1
Countries of the Gulf Cooperation Council are in turn looking at ways,1,0,0,2
The Arab region is pursuing efforts to respond to increased water scarcity drought climate variability and service deficiencies under changing and uncertain conditions to increase water storage in aquifers as a means to increase reserves and offset risks see WWaP 2015 Chapter 3 Case study sustainable water resources management in the Gulf Cooperation Council countries .,0,1,0,1
improved water use efficiency is being promoted through Green Help desks and Clean Production Centres instituted in most arab countries .,1,0,0,2
improved water use efficiency is being promoted through Green Help desks and Clean Production Centres instituted in most arab countries .,1,0,0,2
Various cases in the region as well as in other parts of the world solanes and Jouravlev 2007 bohoslavsky 2010 unCtad 2014 indicate that particularly in countries with weak governance international investor protection can limit public policy space to adequately manage water and other natural resources,0,1,0,2
Pioneering efforts also helped to highlight many institutional challenges such as lack of implementation capacity weak stakeholder participation,0,1,0,1
a by 2030 expand international cooperation and capacitybuilding support to developing countries in waterand sanitationrelated activities and programmes including water harvesting desalination water efficiency wastewater treatment recycling and reuse technologies 6 .,0,0,1,2
a by 2030 expand international cooperation and capacitybuilding support to developing countries in waterand sanitationrelated activities and programmes including water harvesting desalination water efficiency wastewater treatment recycling and reuse technologies 6 .,0,0,1,2
there are a number of transboundary river commissions that mediate different country interests and promote technical cooperation such as the Mekong river Commission Zambezi Watercourse Commission,1,0,0,2
a wide range of measures exists to strengthen social administrative and political accountability such as public expenditure tracking auditing public access to water utility budget and performance information citizen report cards consumer redress mechanisms establishment of model contracts and raising consumer awareness of their rights and obligations .,1,0,0,2
nairobi Global Water operators Partnerships alliance GWoPa the french institute for research in africa ifra .,1,0,0,1
nairobi Global Water operators Partnerships alliance GWoPa the french institute for research in africa ifra .,1,0,0,1
rijswijk the netherlands sustainable sanitation alliance susana international forum on urbanism ifou Papiroz Publishing House .,1,0,0,2
2030 Water resources Group african Centre for economic transformation african development bank Group african Ministers Council on Water american society of Civil engineers african union best available techniques technology bundesanstalt fur Geowissenschaften und rohstoffe brazil russia india China and south africa brazil russia india indonesia China and south africa european union Common agricultural Policy Convention on biological diversity Centre for research on the epidemiology of disasters disabilityadjusted life years decentralized wastewater treatment systems department for internal development united Kingdom european agricultural fund for rural development ecosystembased management european Commission european Court of auditors economic Community of Central african states european environment agency eastern europe the Caucasus and Central asia environmental Protection agency european union food and agriculture organization of the united nations Gross domestic Product Global environment facility Greenhouse gas Global Water Partnership Human development index Human development report High level Panel of experts on food security and nutrition international Center for agricultural research in the dry areas international Council on Mining and Metals international Commission for the Protection of the danube river international Crops research institute for the semiaridtropics international energy agency international fund for agricultural development international Groundwater resources assessment Centre international Joint Commission Canada and united states intergovernmental Panel on Climate Change international Water and sanitation Centre international union for Conservation of nature integrated urban water management international Water Management institute integrated Water resources Management,1,0,0,1
2030 Water resources Group african Centre for economic transformation african development bank Group african Ministers Council on Water american society of Civil engineers african union best available techniques technology bundesanstalt fur Geowissenschaften und rohstoffe brazil russia india China and south africa brazil russia india indonesia China and south africa european union Common agricultural Policy Convention on biological diversity Centre for research on the epidemiology of disasters disabilityadjusted life years decentralized wastewater treatment systems department for internal development united Kingdom european agricultural fund for rural development ecosystembased management european Commission european Court of auditors economic Community of Central african states european environment agency eastern europe the Caucasus and Central asia environmental Protection agency european union food and agriculture organization of the united nations Gross domestic Product Global environment facility Greenhouse gas Global Water Partnership Human development index Human development report High level Panel of experts on food security and nutrition international Center for agricultural research in the dry areas international Council on Mining and Metals international Commission for the Protection of the danube river international Crops research institute for the semiaridtropics international energy agency international fund for agricultural development international Groundwater resources assessment Centre international Joint Commission Canada and united states intergovernmental Panel on Climate Change international Water and sanitation Centre international union for Conservation of nature integrated urban water management international Water Management institute integrated Water resources Management,1,0,0,1
